"trial_type","trial_index","plugin_version","time_elapsed","participant","participant_id","session_token","study_id","session_id","screen_width","screen_height","group","card_set","walk_id","timestamp","window_left_ms","window_status","success","timeout","failed_images","failed_audio","failed_video","screen_id","rt","stimulus","response","view_history","value","card_up","card_down","chosen_card","chosen_side","rt_ms","deadline_missed","outcome","p_win_chosen","p_win_up","p_win_down","coins_delta","coins_total","phase","block","trial","trial_in_block","video_present","video_file","question_order","quiz_attempt","quiz_q1","quiz_q2","quiz_q3","quiz_q4","quiz_q5","quiz_q6","quiz_q7","quiz_q8","quiz_q9","quiz_all_correct","free_text_1","free_text_2","free_text_3","free_text_4","final_feedback"
"html-keyboard-response","62","2.1.0","776573","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:13.568Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","988","false","win","0.6221","0.6221","0.2879","1","12","main","1","34","34","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","63","2.1.0","781094","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:18.089Z","0","ok","","","","","","main_trial","","","","","","3","2","2","down","1015","false","win","0.6596","0.5393","0.6596","1","13","main","1","35","35","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","64","2.1.0","785248","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:22.244Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","649","false","loss","0.5063","0.5063","0.5307","-1","12","main","1","36","36","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","65","2.1.0","789346","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:26.341Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","591","false","loss","0.7207","0.7207","0.4975","-1","11","main","1","37","37","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","66","2.1.0","793553","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:30.548Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","701","false","loss","0.6288","0.6288","0.7065","-1","10","main","1","38","38","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","67","2.1.0","798070","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:35.065Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","1012","false","win","0.7137","0.6685","0.7137","1","11","main","1","39","39","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","68","2.1.0","802250","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:39.245Z","0","ok","","","","","","main_trial","","","","","","4","2","2","down","674","false","win","0.6941","0.5327","0.6941","1","12","main","1","40","40","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","69","2.1.0","806515","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:43.510Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","759","false","win","0.6989","0.6989","0.2942","1","13","main","1","41","41","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","70","2.1.0","811120","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:48.115Z","0","ok","","","","","","main_trial","","","","","","1","4","4","down","1098","false","win","0.5581","0.2964","0.5581","1","14","main","1","42","42","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","71","2.1.0","815254","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:52.249Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","628","false","win","0.5354","0.5354","0.3055","1","15","main","1","43","43","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","72","2.1.0","820194","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:32:57.189Z","0","ok","","","","","","main_trial","","","","","","1","4","4","down","1436","false","loss","0.617","0.2976","0.617","-1","14","main","1","44","44","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","73","2.1.0","824276","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:01.271Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","575","false","win","0.7","0.7","0.4741","1","15","main","1","45","45","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","2.1.0","830124","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:07.119Z","0","ok","","","","","","main_trial","","","","","","1","4","4","down","2342","false","loss","0.6395","0.2038","0.6395","-1","14","main","1","46","46","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","75","2.1.0","834258","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:11.253Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","628","false","win","0.7159","0.7159","0.6044","1","15","main","1","47","47","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","76","2.1.0","838623","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:15.619Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","860","false","win","0.3423","0.3423","0.232","1","16","main","1","48","48","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","77","2.1.0","842976","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:19.971Z","0","ok","","","","","","main_trial","","","","","","1","2","2","down","846","false","win","0.3715","0.3739","0.3715","1","17","main","1","49","49","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","78","2.1.0","847432","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:24.427Z","0","ok","","","","","","main_trial","","","","","","1","2","2","down","949","false","loss","0.4017","0.3961","0.4017","-1","16","main","1","50","50","false","","","","","","","","","","","","","","","","","",""
"call-function","79","2.1.0","847432","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:24.427Z","0","ok","","","","","","block_video_unmount","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","2.1.0","881886","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:33:58.881Z","0","ok","","","","","","finish_block","34453","<div class=""screen-text""><p>Good job! Event 1 out of 4 is over. You currently have 16 gold coins. You can stretch a little and take a short break while sitting in front of the screen, if needed (do not leave the experiment window). Press SPACE to continue.</p></div>"," ","","","","","","","","","","","","","","","main","1","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","81","2.1.0","898055","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:15.051Z","0","ok","","","","","","start_block","16168","
        <div class=""screen-text"">
          <h1>Event 2 out of 4</h1>
          <p>You will now start an event. In each round, the dealer will offer you 2 of the 4 cards.</p>
          
        <div class=""card-preview-row"">
          <img class=""card-preview-img"" src=""assets/cards task/test/set2/1.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/2.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/3.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/4.png"">
        </div>
          <p>Use the UP or DOWN arrow keys to make your selection. Please do your best to win as many gold coins as possible!</p>
          <p>Remember that only the cards (not their positions) are important when you choose, and that cards can change over time — stay focused.</p>
          <p>This is a video-on round: a video will play next to the card game. It is there just for your own fun, so you won't get bored — feel free to watch it as you like, it has no effect on your cards or winnings.</p>
          <p class=""center muted"">Press SPACE to start</p>
        </div>"," ","","","","","","","","","","","","","","","main","2","","","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"call-function","82","2.1.0","898057","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:15.052Z","0","ok","","","","","","block_video_mount","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","83","2.1.0","902396","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:19.391Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","833","false","win","0.6195","0.6195","0.4053","1","17","main","2","51","1","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","84","2.1.0","907266","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:24.261Z","0","ok","","","","","","main_trial","","","","","","4","1","1","down","1365","false","loss","0.3994","0.4158","0.3994","-1","16","main","2","52","2","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","85","2.1.0","911794","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:28.790Z","0","ok","","","","","","main_trial","","","","","","1","2","2","down","1023","false","loss","0.3494","0.392","0.3494","-1","15","main","2","53","3","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","86","2.1.0","915897","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:32.892Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","597","false","win","0.621","0.621","0.3667","1","16","main","2","54","4","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","87","2.1.0","921178","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:38.173Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","1777","false","loss","0.6063","0.3564","0.6063","-1","15","main","2","55","5","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","88","2.1.0","925542","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:42.537Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","857","false","loss","0.6363","0.6363","0.3844","-1","14","main","2","56","6","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","89","2.1.0","929803","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:46.798Z","0","ok","","","","","","main_trial","","","","","","3","2","2","down","756","false","loss","0.3766","0.6594","0.3766","-1","13","main","2","57","7","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","90","2.1.0","934254","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:51.249Z","0","ok","","","","","","main_trial","","","","","","1","3","3","down","946","false","win","0.6539","0.5108","0.6539","1","14","main","2","58","8","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","91","2.1.0","938381","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:55.376Z","0","ok","","","","","","main_trial","","","","","","1","3","3","down","622","false","loss","0.6053","0.4921","0.6053","-1","13","main","2","59","9","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","92","2.1.0","942511","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:34:59.506Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","625","false","loss","0.4881","0.4881","0.1392","-1","12","main","2","60","10","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","93","2.1.0","946780","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:03.775Z","0","ok","","","","","","main_trial","","","","","","4","1","4","up","761","false","loss","0.1888","0.1888","0.4484","-1","11","main","2","61","11","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","94","2.1.0","950958","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:07.953Z","0","ok","","","","","","main_trial","","","","","","1","2","1","up","672","false","loss","0.5746","0.5746","0.3166","-1","10","main","2","62","12","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","95","2.1.0","954995","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:11.990Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","532","false","loss","0.5097","0.3749","0.5097","-1","9","main","2","63","13","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","96","2.1.0","958981","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:15.976Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","480","false","win","0.5974","0.3913","0.5974","1","10","main","2","64","14","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","97","2.1.0","963105","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:20.100Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","618","false","loss","0.5541","0.5541","0.61","-1","9","main","2","65","15","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","98","2.1.0","967302","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:24.297Z","0","ok","","","","","","main_trial","","","","","","4","1","1","down","691","false","win","0.6103","0.2433","0.6103","1","10","main","2","66","16","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","99","2.1.0","971301","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:28.296Z","0","ok","","","","","","main_trial","","","","","","3","1","1","down","494","false","win","0.5991","0.5751","0.5991","1","11","main","2","67","17","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","100","2.1.0","976045","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:33.040Z","0","ok","","","","","","main_trial","","","","","","3","4","4","down","1238","false","win","0.3094","0.5767","0.3094","1","12","main","2","68","18","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","101","2.1.0","980184","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:37.179Z","0","ok","","","","","","main_trial","","","","","","3","1","1","down","634","false","win","0.6363","0.5293","0.6363","1","13","main","2","69","19","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","102","2.1.0","984760","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:41.755Z","0","ok","","","","","","main_trial","","","","","","1","3","1","up","1071","false","win","0.6179","0.6179","0.5419","1","14","main","2","70","20","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","103","2.1.0","989563","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:46.558Z","0","ok","","","","","","main_trial","","","","","","4","2","4","up","1297","false","loss","0.2833","0.2833","0.5723","-1","13","main","2","71","21","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","104","2.1.0","996791","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:53.786Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","3722","false","loss","0.5921","0.1714","0.5921","-1","12","main","2","72","22","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","105","2.1.0","1000954","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:35:57.949Z","0","ok","","","","","","main_trial","","","","","","2","3","2","up","656","false","win","0.6595","0.6595","0.513","1","13","main","2","73","23","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","106","2.1.0","1005827","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:02.822Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","1368","false","loss","0.5067","0.183","0.5067","-1","12","main","2","74","24","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","107","2.1.0","1010109","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:07.104Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","775","false","loss","0.7379","0.7379","0.151","-1","11","main","2","75","25","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","108","2.1.0","1014728","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:11.723Z","0","ok","","","","","","main_trial","","","","","","4","3","4","up","1114","false","loss","0.1619","0.1619","0.4498","-1","10","main","2","76","26","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","109","2.1.0","1018865","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:15.860Z","0","ok","","","","","","main_trial","","","","","","1","2","2","down","632","false","win","0.6448","0.6946","0.6448","1","11","main","2","77","27","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","110","2.1.0","1023380","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:20.375Z","0","ok","","","","","","main_trial","","","","","","3","4","4","down","1010","false","loss","0.1501","0.4725","0.1501","-1","10","main","2","78","28","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","111","2.1.0","1027291","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:24.286Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","405","false","loss","0.444","0.444","0.7748","-1","9","main","2","79","29","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","112","2.1.0","1032733","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:29.728Z","0","ok","","","","","","main_trial","","","","","","2","1","1","down","1936","false","loss","0.6112","0.8238","0.6112","-1","8","main","2","80","30","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","113","2.1.0","1036895","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:33.890Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","656","false","loss","0.4321","0.4321","0.8397","-1","7","main","2","81","31","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","114","2.1.0","1040909","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:37.904Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","509","false","win","0.808","0.808","0.6829","1","8","main","2","82","32","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","115","2.1.0","1045102","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:42.097Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","688","false","loss","0.3894","0.3894","0.175","-1","7","main","2","83","33","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","116","2.1.0","1049220","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:46.215Z","0","ok","","","","","","main_trial","","","","","","4","2","2","down","614","false","win","0.8754","0.1236","0.8754","1","8","main","2","84","34","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","117","2.1.0","1053326","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:50.321Z","0","ok","","","","","","main_trial","","","","","","3","1","1","down","600","false","win","0.6644","0.4737","0.6644","1","9","main","2","85","35","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","118","2.1.0","1058529","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:55.524Z","0","ok","","","","","","main_trial","","","","","","2","3","2","up","1699","false","win","0.8357","0.8357","0.5015","1","10","main","2","86","36","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","119","2.1.0","1062517","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:36:59.512Z","0","ok","","","","","","main_trial","","","","","","4","1","1","down","482","false","loss","0.5388","0.1062","0.5388","-1","9","main","2","87","37","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","120","2.1.0","1066443","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:03.438Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","421","false","win","0.7413","0.7413","0.6113","1","10","main","2","88","38","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","121","2.1.0","1070952","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:07.947Z","0","ok","","","","","","main_trial","","","","","","4","1","4","up","1003","false","loss","0.1107","0.1107","0.5426","-1","9","main","2","89","39","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","122","2.1.0","1075013","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:12.008Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","556","false","win","0.7966","0.7966","0.1519","1","10","main","2","90","40","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","123","2.1.0","1079315","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:16.310Z","0","ok","","","","","","main_trial","","","","","","1","3","1","up","796","false","win","0.6029","0.6029","0.4246","1","11","main","2","91","41","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","124","2.1.0","1083364","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:20.359Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","543","false","win","0.8851","0.8851","0.4961","1","12","main","2","92","42","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","125","2.1.0","1089983","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:26.978Z","0","ok","","","","","","main_trial","","","","","","3","2","2","down","3114","false","win","0.8971","0.3885","0.8971","1","13","main","2","93","43","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","126","2.1.0","1094011","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:31.006Z","0","ok","","","","","","main_trial","","","","","","2","3","2","up","521","false","win","0.834","0.834","0.435","1","14","main","2","94","44","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
